,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30
Cell_52,4.420450831951129,3.327530148000155,4.268891263188433,4.377564380593012,4.327680326511824,0.3834972109498515,1.0817564731594043,0.47836701258105746,1.0450352328329997,0.606027381468207,4.476501973840454,2.2855033414810477,1.6458024879631246,0.8906197321907992,2.3383392363063535,1.1109738647659084,4.144991317801679,2.525635080424451,0.8138814931815757,3.7998888077277253,0.8950390709633108,4.668680058021281,3.9515484684133018,1.5159947874224837,0.17561794810109357,1.416824214259965,0.3374975209344062,0.6255550721392086,0.6758589127400093,0.33393825879652966
Cell_53,4.571182294334491,3.8046853113669328,4.3978377178519095,4.393645209649415,5.364996266179922,1.6660055868142905,0.8647775268002507,1.844924015358094,3.061231598978723,0.052606410167021354,0.6422819187433768,0.4193081871270278,0.5838146300329791,0.0481319210765571,0.685569003263982,3.4004956999673603,1.3259896575926093,1.8062742664476465,12.621291614773067,4.196992381222981,1.1181950455231664,0.7658131091008185,0.6530686626692604,1.5599955525139046,0.7723925736163098,0.3222523265632576,0.6787059140693631,1.5982497803009788,2.0747858069366347,4.519130304490225
Cell_54,4.704114860000008,6.680382037211718,4.561102163575467,4.453612811322915,3.2528738564489483,1.414290082324951,2.3797848910386246,0.7405583661477667,0.44564855707899903,2.532602844677282,2.391778596365038,3.58976898807694,0.628335606853413,0.9358752255422186,2.608074825996107,0.7318523744504887,2.004211088248408,0.9727598732315971,1.5528594637123507,0.3142466555703779,1.2611448222979544,3.014242120168334,2.2239271332827735,0.41256860211760904,4.254735580756371,2.8733726354934515,0.33326752563942796,0.6835024570128094,0.35711575192524475,1.590337427406861
Cell_55,3.90151079682651,3.7688171729383644,3.692682962168889,5.257839936121149,4.254610855984281,1.8576525258745613,1.3960682092222176,2.1501731218751234,1.5071362796523,1.0390816742622182,1.270454404847497,3.6906067097586983,1.9453628933838663,0.410949258053955,1.2523722177879462,1.5661227243875315,1.0068745197295077,0.08113829704903144,0.4622593305237722,0.7745186366299925,4.624040490514689,1.7743266503740072,0.16641205484748686,1.0684224510666556,3.2645115781028,0.6430210917356187,2.6860453073271997,0.17479291629100988,3.002598219158384,0.7344944642653398
Cell_56,3.89037345837494,4.107121194459484,4.750883614904247,3.2712106216270134,2.5851904586344356,1.2315436570908544,1.7189690902684178,0.4051509086554222,0.9574279554152654,0.6408945763054175,1.4259922418627797,2.919821792375232,0.8398554501989426,0.2237583565116029,0.5559079767773671,4.223013533383581,0.46436771470081945,0.2903464654798303,0.7893461830163149,1.0686764388763903,0.683234471547361,0.17628272589605196,1.549641568966565,1.42728632035254,2.0862460265010054,1.3991364030331743,3.9659337015619327,2.220189870704026,1.8717694067452135,3.0031457606316683
Cell_57,4.362322859357697,3.7859343655067406,3.6811186895761794,3.3555838699634757,4.4843791994623565,1.0675848443369762,1.6811214595141022,2.692351380182969,1.917288257755326,0.5575889269086933,2.35623796288056,4.009126717891384,2.74720545319011,0.2531709069694306,1.9005595117272926,0.30794074154649076,0.8867859238742242,1.6392646203826067,1.4599141730963858,2.7055434601044506,4.023720884623003,1.7817239508475309,0.8211053947478938,0.08085576078220451,3.248464089505818,1.0729126445091788,1.1265544313096256,1.2118751404848709,1.713561744250677,1.7564395120258336
Cell_58,3.983265736689801,4.36811510041376,3.7897903071404504,3.188155709423288,3.9156005414917368,1.0511702088986898,0.44145306270826074,0.806837429056185,0.275530115523333,1.2888763011004005,0.6265335686403308,1.7316316106783813,0.31125085328039576,0.11309560275802694,1.0653822870333614,0.7725792287540741,0.24392832065959594,2.2216372715307053,0.3844433455276746,0.528056008791624,2.5690148875826253,1.8169335731855156,0.3344982180696393,0.8446061765888627,0.2926434834449987,2.42267803015013,2.421370569507223,4.468731804423622,5.773740790419226,0.6186185422831829
Cell_59,5.5653356876238185,2.54282252399447,4.818584114255459,4.5474046858314665,3.717145447444269,0.5775630237566691,2.434477871402831,1.725064048410969,4.0529275821136475,3.7065610219576905,0.13621356928391665,0.6869336993156068,0.3602730520122603,2.191025226110636,1.5007744005062544,0.39188217477712656,0.47019032388071696,3.1038358567311306,0.7709861905887968,0.061435927529348025,0.3501487436915852,4.688534907326554,2.6282060805014793,0.26837260591019246,1.3777655264199766,2.5012511246099365,2.7245522625329004,1.7111972418124148,0.5404271171594368,1.9470784306301698
Cell_60,4.595232255355498,4.524481137554016,4.603648108857811,3.28374476777838,4.094224678323428,0.9279139490654265,1.2170640685258751,2.0430950210751213,4.770362934867519,1.4349376931913305,2.013536458136621,2.4011350819959034,2.1317864642215953,0.430452436177018,3.328510501279866,2.9420274485853284,1.3178183655863749,0.46149174437665635,1.1994059301931668,0.16226302863882028,3.660490259916656,0.6115046760437002,0.8823851507022509,3.467476137543479,3.160894120077848,1.57118473181622,4.075686444690592,0.4144130271976061,1.5718821682061108,0.41853377108051826
Cell_61,6.427732992769126,5.456042349330966,7.206599393164082,3.9792555738149726,8.369281870818657,0.37801630627064153,1.1094059818922237,0.394796395913167,1.3915940760737033,0.43727013487402877,2.811296023854285,1.7588467336838556,0.3399312187286823,2.3205160815860713,3.8642098012546873,1.9030742860814063,0.22586621918937683,1.0130453486978255,2.1075719614969763,0.9236822441996996,0.3721314390784788,3.063328134306427,0.8856657030011486,3.865993521829721,0.6907740368972702,0.835824923001101,0.6356346339382623,0.996753075971852,1.7348153647538698,0.39615242898398006
Cell_62,3.966740362823262,2.2946551350981537,2.394624851345849,3.187875066815816,3.7788131884541274,1.3693829964251922,1.654900252950997,1.3140364767702406,3.5403147591682664,4.409700727326596,0.8897836994613503,0.4041883180849112,5.415676574812041,2.9829382095393973,2.8152254467006683,0.6573959640766065,2.366747163564257,1.3234072046599528,1.0885769572020396,1.0868320464777799,1.8024038465960603,3.6274712018999873,5.741798432648078,0.7821122397397432,1.3908049137092537,1.063125322813775,1.7037735956772933,0.9424870962725342,0.5789573384937173,0.7832060352046362
Cell_63,3.196994763762016,4.105327680155399,2.8828939682794408,3.457703477121408,5.3245405777988175,1.6791872259274092,1.4612883355961708,3.39211491677494,1.7466301652473595,3.3085243466178853,5.744877200823681,2.414493600782179,0.25506105477098545,1.512256310435133,1.325666846430753,3.8613015789386482,1.0503205636893058,0.49530853948728015,0.7230622760693562,0.2682863616777923,5.08572410300509,1.187111844340935,0.3035746216694202,4.123945351907163,4.650061310224856,1.366424521253165,0.23654875525047486,0.7413498894141748,0.94607210108434,1.2240274979662706
Cell_64,3.183567265094886,5.393231307014707,3.1159803792290206,6.455062443326256,6.374604108881449,0.81830441046684,1.0987039845021616,3.7228234722439515,2.0423267001547476,0.8478952144098827,0.9509614284133914,1.8109487529234525,4.753635957248008,0.9798122507000716,0.8222650194881235,1.2161976441863935,1.2228450644955624,1.551445072627741,1.102007556383737,3.0444965232145575,0.4527754731960798,1.7020983498713111,1.7592201629656439,0.5010717630017436,1.6877222691683365,1.798301084168163,0.01429875512445939,0.4035881445261933,3.9593671427893637,0.6443415185153365
Cell_65,3.0234753497654308,3.3854160622842877,3.76606423747215,4.6308069699366605,3.257028276524273,2.064401313991846,0.49078549274208516,1.5617562755962606,3.540482046000162,3.374464594913473,1.538624746094988,0.33079685078837523,1.128396866359286,1.5826546107628219,6.52533654487915,0.0941497620246615,1.1321458142286744,2.0043089129695097,1.3047196632309932,1.4366008603178593,0.5253045195634837,2.5381939572921652,1.2233612457511964,1.431999533600423,2.754299358037574,0.8739450140055469,3.23497512106198,0.2622805203691975,1.5048725309834585,0.48898465830092386
Cell_66,3.589976797880224,8.108204464270592,3.3725022076517894,4.905054950980865,3.5787202247259273,3.083071584659787,0.788889288668593,2.742942062660482,1.9484060418275417,5.842983295582844,0.18723466234281794,0.39949608046797325,2.6276295315581435,1.568711597297959,0.9378090884670053,5.07662157407243,1.1674043508593932,0.5107897389681666,2.7690078576099824,1.2038077771829754,1.291144813791495,2.0864576779109063,2.153658441233917,0.3929633191519835,0.8858720522772974,0.22333267891242164,1.5889766184666034,4.6513602093335455,0.4131218464530539,0.16774323758874737
Cell_67,4.549418641627774,4.388755284162513,4.20586053272209,3.6381840029331944,3.804841923513389,0.708024758441579,0.9803714508538041,0.49163586527546227,0.32964849897597337,2.2330167724049352,0.7602065172860334,1.7160355687771127,0.48279346163027254,1.1744374865868452,0.05268161839852965,0.8193888939595239,0.5437181570825703,2.9873564525895024,0.2671799537952161,1.0197675861099151,1.5720593173108826,2.669278767524602,2.3852802571298644,1.0981805772150466,1.2471631705499266,2.9852793759760377,1.078557047764129,1.3705186127422024,3.0617130302825304,6.4360115076870175
Cell_68,4.157251522101766,4.657106079900994,5.762946801934865,5.819294295284417,6.419071082724617,0.6516661362164321,1.564061465169524,2.736821207659423,3.544140423313099,1.021517810519321,1.5314662775228107,1.6872704272063825,1.2097951431443212,1.497274308665567,9.34510134031522,0.9814490144780702,1.0555375324329523,0.14106780680275888,0.10540263695683999,1.7898522415932532,2.7456015872449724,2.3604834309347074,0.48126998623619927,2.2502143793022786,1.0397335249442436,0.8104236368980025,0.2323532804112909,0.5524625022684206,1.8251479817189824,1.5497529408026134
Cell_69,4.023503877820563,2.8969836314450363,3.750401312540327,4.3636060138344055,5.348637008121441,3.110526147925613,0.7464093777845954,1.2819970473185676,5.054382856535269,1.4926222401407314,1.1427676906024784,0.4904144460987388,2.300974532992799,0.39844643565151483,3.2169396137504265,2.041974634970334,0.6655547437398762,0.5094515848508707,0.5234417637992455,0.10876667929653519,1.753703271206115,0.054187257765029834,1.0761482406505878,1.011717621991278,0.8481756056742433,1.743556876982483,0.6673162948583297,1.3733682267801504,3.2164513614404004,1.9212341716387602
Cell_70,3.7094361831261047,3.4348660654781753,3.7450300635708658,4.114091582234945,4.093644160482018,0.21775324533832513,0.15127711268427327,0.44363481056913173,1.8140129167253458,2.0267535256631244,2.2798376506186995,0.46452778952453716,1.2753745136721015,0.8001028110311853,1.0380621314543395,0.7858398564832055,1.482381112979404,0.5822259449807262,2.9450686099244807,2.965487405616523,1.7670113619426153,2.681732617991664,0.20583116474951013,3.0790881521879077,1.626815172872607,0.6209697247761377,0.5556787048160307,3.9098493158514986,2.3093929618760978,1.0120906626405461
Cell_71,4.377818719171276,7.1138239560418,2.458452616410243,3.237830466863568,4.2401179775048,0.5463758868538223,0.9680909796556298,1.1590737445966628,0.9489338449145749,1.546943364555079,4.019309408074551,0.21716135927220487,1.3454993579293522,0.33746643876565857,0.18803942289684575,2.523044942989973,1.4493175777775211,0.17075543152253397,0.9672420680443028,0.4450364013342554,1.0001680351738684,2.0864605876764557,1.9158250844929683,0.7915358239090803,2.6174325649613635,3.4117852810147093,2.114741889850794,0.6631816549336571,1.031748614514008,3.9243755945295256
Cell_72,3.3163196003970645,5.0122927456682485,3.5434457063656204,5.612187912263308,3.9807165524013435,1.0747511094799558,1.864790500098543,4.5375225729901745,1.4260148880136843,0.9053372754607879,0.8397407548806046,2.541675674714681,1.7408950776692729,2.052705191595365,3.7177599599656195,1.2327778391534463,1.6383613706590638,0.8284685554925233,0.5153396588969581,0.6333584327692253,0.021063025392293357,1.84905056925694,1.6929670741726044,1.8164492453062902,0.47763666178185366,0.6451661908525719,0.623056191452587,2.836524632040741,1.379824939053424,1.2207402997702497
Cell_73,6.1134399550643135,3.8233434711185277,3.9984294245819205,8.049783836728908,5.897620414398311,1.5837821288511116,1.2628387271377681,1.8033447936469182,3.5321213411732266,3.344004539396789,3.987358061832246,1.4491644177790586,4.7214473801433545,0.5140588125934304,2.180526581683054,1.1976751023035546,0.8537756489872411,3.99413477142928,1.6011750154214202,1.18623551575217,1.7552457599010143,0.0052796541784171725,0.609995800233746,0.7147494309250506,1.9931493474113573,0.39338736942604147,1.3946924407665813,1.083331108729893,0.6462759925805679,0.692072480632422
Cell_74,5.070217233049985,3.438377319121276,5.435468791458852,3.8347813699985425,3.8887662074525418,3.8851255752154548,2.265231240718057,0.3126894672804272,1.8188475802085824,0.9433883365372676,1.4021013054000917,2.2048372403193635,2.491421340252973,0.7732906208351302,1.0575537547991025,1.6451365229078325,1.7377770300304733,1.390028597057432,3.565887351366309,1.721436336621673,2.178561790564157,1.4950540859318582,0.38989005195327175,0.6078981654815933,0.29590166515725386,2.715545042083087,0.16929444629211637,1.017046615182102,0.8167653538753684,0.7954668749684954
Cell_75,4.492743367459929,6.7959185999347245,3.560458951633354,7.029236700566232,3.5337861308504075,2.363198387158086,1.2550023057959498,0.3368752629541316,3.471883202335486,3.0731061100130526,0.369321821719344,1.935314313569939,0.6384608459253558,0.18068486115383578,0.5114226879306545,3.3190248277603,2.4095049281286633,0.8768344546200154,3.3309893164835347,2.8939277626418813,0.5123367108334251,3.9605277771180565,0.8086519007419525,0.9236660941885245,0.08443290026951669,0.6257182765247,1.024549867209596,1.531549135553168,0.33834066614600306,0.5391059081100665
Cell_76,4.025696518005422,2.7467363313118307,3.1502570303254553,1.1073020482374938,1.571097858567972,5.139770305245072,7.1901114672747575,2.637668190436783,3.009803095097018,3.991974649346769,1.2621706232140497,0.5315734711274135,1.8328104269776442,0.7232467078085623,1.1805781158126254,1.7654718218445427,0.7588691571735904,2.2512903215673368,2.5892951366283135,0.5542410680787101,0.7179485512026595,0.4032786982369746,1.1566626051488353,1.5306485495087283,0.834121560944642,1.4938830279082542,0.698558583185673,0.7221887513357876,1.5996120269531986,0.7720390824540999
Cell_77,1.0998055672393592,1.6485233074639942,1.4751147944912466,0.7088410050619022,2.798546507878061,4.872711693309103,4.659565647108843,3.156049629679858,5.25549845086191,4.125589319319792,1.7858184264250623,0.9111130189330005,0.6766660953894252,2.2580360590148025,0.09031825841432031,1.216496129965073,1.8796204184273002,4.5405795428231945,0.7198319257268505,1.5533843684056776,0.10164513236444132,1.1606711628371698,2.9586961109245484,4.573182572712528,1.6812532475121396,0.15955611106570816,3.328793258639621,0.16181660255952465,0.3001513862621556,3.545633051309935
Cell_78,1.0841914923345708,0.6384626082738398,2.095754234189599,1.353274952052809,2.7562635092756445,4.6356685366713855,4.222694527692131,5.715436621556508,4.621167050371942,3.906492632661949,2.1943476490062794,0.879054096072806,1.509922507322801,0.0661457504007675,1.0296837543352713,0.6874777654066423,0.06204633231682358,1.0606546246784936,1.0946210507783134,1.6056114256018634,2.920433040878323,2.5649750791950847,0.7388892964907435,1.3789462154351713,1.8067654107824318,0.7608693629731962,0.18576722620020092,0.9556709376723732,3.0154902699256,0.17242051336335745
Cell_79,0.3935644382958079,0.5029393273018101,0.3991034037649385,2.103327577998653,0.609897364100258,5.603901165565695,4.063405648549472,2.8530495265293023,3.0643686398098704,5.8896592743750205,1.3416214383052325,0.8395970655514637,3.0433943739229794,0.3473351137127142,0.6343936033113432,2.4347150889189546,2.0682203225033806,0.31155103274594803,1.7558243543210006,0.5990645817623697,0.0559056778190466,0.8563634793575745,4.790069205605806,2.661132008572803,1.1162448095482997,0.15633943341597964,0.059869336455688156,1.2187210253118501,1.6599937503329165,2.1233019019382318
Cell_80,1.929192615353447,2.066414118450316,1.4916579438101898,2.9929102279488498,0.6860366009230343,3.4427595826252624,3.1075443534777087,3.46054715187152,5.7153884952356995,5.595562096580453,0.02247961069918404,5.05436452219189,1.3447469660486289,1.3675085883233467,0.6258423894029813,0.7821415534566466,1.331383839144403,1.9199295104578957,1.5532296015364968,0.6806720835030594,0.4391802390847831,0.40436828406547237,2.7653026960508655,2.5100126783874237,1.7761398940222926,2.749728437105921,1.0366184577416957,2.3413008915265876,1.8538686646828646,2.3919919142484916
Cell_81,0.3561927798406827,1.473241338310073,0.8272568460397517,3.11584785492598,2.515563057050518,5.2643296584829296,3.8228739519352968,2.7244145898078913,3.654262297935309,4.65436638561032,0.836092324197817,1.7945537864445897,1.8700615149654838,2.066429690064505,0.0759649984453174,0.5223966058567806,1.7667784447307744,3.6449804781021795,2.901141929663312,1.5172201550516902,3.1413829418815826,1.507141840222249,0.16517424278434112,2.0378189496019528,2.9789980908132763,4.5211374661919415,0.645626189107056,0.31033271362988274,2.346799596035279,1.6784644423404467
Cell_82,1.5517206632398757,3.1752983937512145,2.33944673291084,1.8146625742267468,0.7360757898595853,4.862389688210854,3.534827031534834,4.016293057208843,3.903202279879307,2.6179154935624487,1.682623430340628,0.6471530667740137,1.6480094272821357,0.40791270138391394,2.358217691287072,4.078134106844846,0.293761549970096,0.40726466927656385,0.23071367692636435,0.9503857503642246,1.6263268743421322,2.0826675356780484,1.4777258567366451,2.0311078032443515,1.093163266231488,0.6390265807723968,0.41980529081155565,0.9848518695759233,0.43237958178133734,1.5848154405852237
Cell_83,0.44078219629055193,0.7151924355790817,2.754328068859726,2.961942275374077,2.8904910171102163,4.439388352349637,3.486721892556568,3.6873705212819816,4.268619692749315,5.673084879545025,0.6046118139880066,0.9458720742402734,2.205439425275904,0.09803271230576881,0.632860149490325,1.613966683347647,1.9184465058548268,1.6686680327797778,0.9344577577671076,2.386165947470263,0.403326365473769,0.38270200770135604,1.6005298676333772,0.35046881707915084,4.182665497692156,0.6524764281854175,2.3509144321738846,0.27894593657689226,3.5430099053284088,1.1820164505848616
Cell_84,0.6337631166468298,0.8724317307587953,0.530018031937394,0.9433664605936403,0.3012439408178302,2.647941954424388,5.6825810890913395,5.169209766484897,3.3003976653089233,4.049422062380217,2.9881202474002033,0.7372785739399041,0.34581392624869517,1.861052904550731,0.041864980155157494,0.8918284513067232,3.1910253177634504,0.9486035888148963,2.5004645252307345,0.3399416812963143,0.9135559447322124,0.8321489913297938,1.7789277198846545,1.241485362793839,3.5200174915077684,0.6961359791028333,1.2280528560344792,0.8631496676206362,1.1488172570921094,1.056061251377585
Cell_85,0.44673632148293885,2.214622418024154,0.5842167209625012,0.5405482418018112,0.16711088495479623,3.5163640233400515,3.835922888958614,3.5793169578047737,3.3439629293010222,6.048928026290136,0.21627747766283775,1.129744228472104,0.918207208351823,1.9828048014465092,2.1033471239290367,5.3852937858298215,1.4531640536847819,0.4969494481809868,0.6561964143411174,0.7280436392097107,0.6017734870018249,4.0482909079863445,2.0225896527004883,1.7660890159092022,0.3578275575209,2.0863196676137212,2.81509455849587,0.934242148149837,0.6482483600653177,3.586032057108003
Cell_86,0.562487411969749,0.5007153921254742,0.411949384236979,1.0795854163298635,1.4494261809870272,5.576200092482839,4.988447030404062,5.012734176404939,6.055416631988177,2.9482524894759865,0.19837001193949824,1.9080062600915133,1.0331433049346217,2.532546126831206,1.125317900518112,0.6252161538820903,1.9308366346406218,1.2566778683947342,1.1262142233654648,6.115006856967758,2.9702488395054494,2.134518399628828,1.2916378254610916,1.1952005480137833,0.8685376073431493,1.409246099382374,0.7145918725371871,0.2960181197371655,1.1136150303181738,1.5099870397130348
Cell_87,2.5372035549754095,0.5039518991124436,1.20378647443596,1.8216440959263283,1.7883173928852893,7.391746105198546,3.27420409306774,3.211547127863514,4.284444795363654,4.17251916012496,0.7800557506630381,0.6791413890875051,1.5151550136912764,0.5854209445366,2.133026743771125,2.0533560914889,1.6328007303653578,0.38847077408958736,1.4575004936740934,2.6691955348406307,2.256121141344423,2.012135246825762,1.18772625641684,1.14068747001279,3.00704179298914,1.494819648072668,1.5107777808646556,7.3902342802498735,0.8667233498469574,0.05215942284486953
Cell_88,0.9922601314455157,1.0471695891792063,1.4760211095088958,1.774538786492072,0.07378025446598639,4.6585350364739115,4.482301962579446,4.530652064164488,2.8410783566364652,6.682889598955808,0.7697369848007325,2.0337476257636196,0.49592995716022625,1.531120489885206,0.9190024355916973,1.9843321599070318,0.8900568144529223,0.47088481383646136,1.1515042071534676,1.100298688252833,1.447116275187353,2.4754669483990077,2.379121155923078,0.2971568020720592,1.9237809830819792,1.972248302719306,0.730269910024494,0.5240356771670964,0.4944484736511539,1.2503513261681494
Cell_89,2.0749158300024506,1.0202593606235104,0.0410895587283955,0.6831325213339486,0.6589485921563515,4.887893563003548,4.668870178019565,3.381862901054626,5.559646333724326,5.7529053936103525,0.7245159078418879,0.48251861379117794,1.0866199832177845,1.3326803667325944,0.6886929748189068,8.644563260463626,3.3386742831142353,0.625461772828963,0.37815887780552077,0.5746040271002798,2.5553525974434264,2.602929155812969,3.368806072836415,0.46693545464993214,1.7591277411611879,0.5158389909120658,3.9116391056431596,0.48494257907373817,0.28308518829192686,0.353369879768465
Cell_90,1.1560653320198477,2.0517294627063625,1.9479037868805278,0.37161012217537104,0.8081506358833682,4.2519753959319875,3.1441207512251075,3.358112840766716,5.806112752253514,1.7624356845775406,1.4102211600398409,3.3191141702540885,3.194134759112726,4.044283934709955,1.528399929601205,1.7196984641850233,0.7046991429128145,0.2541786124019539,1.0186695761239097,2.797089181683308,0.7371927963236917,1.8575221088841734,1.1700699041092102,3.0633071568605033,2.5825134293969056,0.21371177658715282,1.2584426346858104,0.5436566066689412,0.5361608475747612,0.2373380045969424
Cell_91,1.445826821245629,3.111128858910307,1.5565197078770059,0.21748660180968243,1.1118957241799594,4.596440657330293,5.4216955025642415,5.1687955624488255,3.0959932562672834,3.6727976029835387,0.8766440625520822,3.5444548967737752,0.3812410494582477,0.05276106893680234,3.3787930261745913,1.296296577833191,0.29213779504768417,2.4110618063333575,1.8892944828471108,3.9755650388473946,1.3873046081430516,6.127196554626413,1.0470073694602808,1.8921697429166164,2.1161255164768784,0.7662020334095916,0.7422552707503283,2.150720302715181,0.2606183461434051,0.5397308972859166
Cell_92,1.02037685728585,3.88460459052654,2.1518876771407704,1.251385653808282,0.696603589809778,7.7941606405214285,4.804496381161113,4.651427460161027,8.80433032857659,3.4085693752147974,3.1842740841832993,1.1824084520866351,2.14775240292173,1.8502328639969543,2.1230789066733324,6.134549758504695,5.476130614150361,0.5710176267442701,1.7930469656608352,0.12722119391524653,2.309102000647563,2.748103970484396,0.05434115512198339,1.1430277715665733,2.1446113250110463,1.5885593550976342,0.28422278134198264,0.32618009455620645,1.02336043429968,0.7660956526750298
Cell_93,0.8407325857944928,0.2349348324190976,1.200907705202599,3.9069412064188804,0.300385712289683,4.2053142689653615,4.9487081085134825,4.352824968302756,5.707835087179516,3.627891283289621,1.3197265857257026,2.5344040786413395,5.9097426279266845,1.2603588808444885,0.5531820272534341,0.5583281459582244,0.21655048294145363,4.14498267101003,2.41469831689991,0.3260780617348841,0.5189217923456445,1.2417485484095137,2.667987748803118,1.796774094907203,1.6545654671027952,1.3983125043185194,0.348777275580508,1.2564555608896208,1.1241041506830514,0.21226269600203262
Cell_94,4.068158333546235,0.6387805709516523,0.7561304404284589,0.9099412320768065,1.0930586359280183,2.8944098409138928,3.9115804774383296,3.7441284904884453,4.620601645614684,4.2514190445834545,1.728374898850683,1.765017009281627,2.144412858064022,0.5672455810821431,0.5897853349185532,2.677583543242834,0.7795810694468405,1.03750583858903,0.9529161566464401,5.755484058629241,0.4670305635350801,0.45709167372891557,1.154968138007193,0.9788555644741815,0.3222022159424307,1.0701340093875809,1.1840616942036855,0.7028981046012888,1.0114293102349385,0.5193896897626373
Cell_95,0.32317253564491033,0.7736793923172975,0.3880840969155407,0.24989066009612693,0.0915635683210488,3.636694030851894,2.8537429952289846,5.91460007498561,3.347438370467253,4.34408952912269,0.6061306598620848,1.1226314148774532,0.09284567950109991,0.7622143404383732,0.4704359193024749,2.479327786523956,1.3356578745608354,2.2128908202844286,2.9213469974850903,0.7010531655068943,1.2862940755338006,0.3464528174098115,1.600835557679154,1.8005259730970826,1.510009316603076,0.7002516656635258,4.351196887036959,1.181255108440461,0.3489514580633235,1.9424704175341951
Cell_96,2.5373711292064924,0.35737427581743264,0.9105594643607106,0.2145019288238473,3.007296134316804,4.851371062102531,3.6603901442896443,5.308005317417897,3.5647739436255073,5.511830424079024,1.6870254193407948,0.40352543039360406,0.6762711024304408,0.48759055011722063,0.3205324231566873,0.14399953198177046,4.998655333222566,1.4863464557724309,1.678167595454039,2.788506611819322,0.6692880368857343,0.23687062570823467,2.1366351954850895,0.29138371294970206,2.0961227575323784,0.1901055926701098,0.26520308949141735,0.602180363000102,2.0331267461368197,3.934104578369532
Cell_97,1.6759134921590357,0.6274954260009006,2.4521936586482465,0.18195345420824438,0.4293764699075589,4.190192479671894,5.482504116070702,2.7636710451564697,4.429212156406408,3.0538307660029202,2.7692529110140076,0.5239055402430113,0.39666805748370876,0.896472801127805,3.0709895364831747,0.5913975449026505,0.9074828731295267,0.1776433702295528,0.9443027216230836,1.4248374350545547,0.29195516335569804,2.7732639799708165,1.4088813012297108,0.6920230109320239,1.418086984092112,1.7594442342322165,0.11422374996659262,1.465813440260013,2.988520736399737,0.5158585139797666
Cell_98,0.7072277305807284,0.8304068812743761,2.2129769020358054,0.3584528638152093,1.6924523181803242,3.6036584730893786,7.7668669936570485,2.777504152135804,2.99507220817732,4.8257333555602155,1.621009221316202,1.3571843247406237,2.92616890547124,0.1426622133342723,0.43677646599803294,1.117408813026448,1.2943010183177228,0.9730108410251945,0.18155071045129406,0.7142724923538352,3.8620534194952305,0.33800906594868413,1.0948819831841272,1.697741484184043,2.161857460201348,1.9554307206602852,0.6624319807167482,0.4346356646007805,4.095942173533175,2.333430832744036
Cell_99,1.1919009661442315,3.3189009147790958,0.23880012795636146,0.041117834720014755,1.2813305727967796,4.321142725547219,3.388007463741137,5.2744954458260676,2.4139157365150057,4.585146640265748,1.84426077959368,1.2678509414326455,0.1711052198508056,2.9023224473123745,0.6853539446961521,0.6875956845802216,0.5559144641063024,2.0105942436105275,0.6527157443195062,0.30030496822823916,2.4798686027932675,1.071032527291592,2.548219850740746,1.1450919084435458,0.5161974352399731,0.10812368739430657,1.2861644388362263,0.8321643607814335,2.0786333145693,0.6219207111643132
Cell_100,1.5761977962052558,1.1030127916895234,0.4679765815756004,0.6744456323825383,0.23171808310159184,7.299049973585225,4.517410776838226,4.254328952814227,7.814928268713261,4.245994465009739,0.6108586274512725,0.8918561177670684,1.127589572993721,2.0340585954624024,1.143869800477437,0.8481956618780898,1.30666860464716,0.8080659263675048,0.7054992668390443,0.9926537335270266,3.97786991731777,0.7194033376945281,2.8018055778679867,1.2583748514532491,1.206849366066826,1.3176659800061403,1.6931827832320943,0.7766417835011713,2.6546125250308052,1.6966747794983215
Cell_101,0.2600419491181553,3.88737289155566,1.354597662355568,0.22006315063039,0.7183837628387667,5.5045924611378325,4.830824439157056,3.5921512130613347,4.820143424105844,4.1790121331320105,1.8009500380760164,1.9826890130718844,0.532201232363584,0.588071902924815,0.46461531904845504,0.6228795360194174,0.9835662496028313,1.0518352381547902,3.242494748630236,1.409118032255961,1.001830498786598,0.3575663740308069,0.8248231513604315,4.107590326782008,4.0596173335854635,0.8149576016286284,0.1324946121630237,0.711883675272053,3.2693617537675204,0.9899630939581124
Cell_102,2.0014195165201474,1.0993377841773602,0.196478961474244,1.1353930192253676,2.220122905431755,3.3658218010931424,5.194434297438955,4.302995885712953,5.2975289909887735,5.359558962347891,0.38651071055042213,0.8330984940982934,0.8070806459373415,0.5835671963375278,1.3882535184880043,4.658156804265849,2.6572921558304445,2.9366499416440854,0.5463925632637243,2.974054371822637,3.7465865544313326,0.5271479803942543,1.6307088874433018,1.66714437499609,0.8926165526523016,1.2934827008075545,1.7359777816652693,0.9505671495122899,2.559891631151447,0.2619250077296399
